period,word,count
2018-10,vote,2
2018-10,good,2
2018-10,rescue,2
2018-10,shape,2
2018-11,voted,2
2018-10,ballot,2
2018-10,priorities,2
2018-11,voting,2
2018-11,answers,2
2018-10,p,2
